Pos,Age,MP,FG,FGA,FG%,PTS,height,weight,PER
SG,29.0,2485.0,473.0,998.0,0.474,1239.0,198.0,99.0,16.6
SF,29.0,2082.0,242.0,561.0,0.431,678.0,198.0,101.0,12.9
PG,28.0,1759.0,328.0,686.0,0.478,852.0,188.0,79.0,17.7
PG,25.0,1115.0,215.0,493.0,0.436,567.0,175.0,81.0,16.3
PG,25.0,733.0,152.0,336.0,0.452,397.0,175.0,81.0,17.6
PG,25.0,382.0,63.0,157.0,0.401,170.0,175.0,81.0,13.9
PG,23.0,1048.0,167.0,351.0,0.476,434.0,190.0,79.0,14.8
PG,23.0,517.0,88.0,190.0,0.463,234.0,190.0,79.0,16.9
PG,23.0,531.0,79.0,161.0,0.491,200.0,190.0,79.0,12.8
PG,23.0,2963.0,459.0,904.0,0.508,1110.0,185.0,84.0,19.1
PG,21.0,2871.0,672.0,1373.0,0.489,1619.0,190.0,86.0,18.6
SF-SG,28.0,562.0,40.0,111.0,0.36,92.0,198.0,88.0,3.0
SF,28.0,301.0,23.0,56.0,0.411,54.0,198.0,88.0,5.4
SG,28.0,261.0,17.0,55.0,0.309,38.0,198.0,88.0,0.3
SG,25.0,2419.0,491.0,1038.0,0.473,1398.0,198.0,97.0,21.3
SG,24.0,2491.0,297.0,702.0,0.423,774.0,198.0,99.0,9.6
SG,29.0,58.0,4.0,11.0,0.364,9.0,198.0,97.0,4.8
SG,30.0,2824.0,437.0,991.0,0.441,1245.0,201.0,95.0,14.7
SG,30.0,1695.0,230.0,548.0,0.42,649.0,201.0,95.0,12.7
SG,30.0,1129.0,207.0,443.0,0.467,596.0,201.0,95.0,17.6
PF,31.0,472.0,29.0,85.0,0.341,78.0,206.0,109.0,3.6
PF,29.0,2671.0,560.0,1090.0,0.514,1329.0,206.0,108.0,17.2
SG,25.0,2348.0,194.0,441.0,0.44,489.0,201.0,99.0,9.8
PG,23.0,1732.0,253.0,555.0,0.456,674.0,190.0,86.0,12.9
PF,29.0,395.0,42.0,117.0,0.359,122.0,201.0,95.0,8.0
PF-SF,28.0,977.0,97.0,254.0,0.382,254.0,203.0,97.0,11.4
SF,28.0,211.0,24.0,64.0,0.375,59.0,203.0,97.0,10.2
PF,28.0,766.0,73.0,190.0,0.384,195.0,203.0,97.0,11.8
PF,33.0,123.0,10.0,25.0,0.4,26.0,206.0,115.0,5.5
PF,26.0,1232.0,226.0,397.0,0.569,585.0,201.0,113.0,16.9
SG,24.0,2082.0,428.0,1033.0,0.414,1156.0,188.0,86.0,15.0
PF,23.0,658.0,75.0,174.0,0.431,189.0,211.0,113.0,10.6
PF,34.0,592.0,77.0,193.0,0.399,194.0,213.0,106.0,11.2
PF,24.0,2871.0,504.0,999.0,0.505,1269.0,213.0,106.0,21.0
C,31.0,1410.0,241.0,488.0,0.494,543.0,206.0,112.0,11.6
C,22.0,1016.0,212.0,444.0,0.477,532.0,208.0,115.0,17.6
SG,35.0,855.0,129.0,316.0,0.408,358.0,198.0,98.0,11.1
SG,28.0,883.0,46.0,163.0,0.282,136.0,196.0,95.0,3.3
SG,28.0,616.0,29.0,103.0,0.282,87.0,196.0,95.0,3.3
SG,28.0,267.0,17.0,60.0,0.283,49.0,196.0,95.0,3.2
SF,32.0,1947.0,278.0,688.0,0.404,784.0,206.0,99.0,12.4
PF,27.0,2838.0,704.0,1264.0,0.557,1896.0,208.0,111.0,22.6
PG,23.0,2499.0,449.0,1109.0,0.405,1215.0,196.0,95.0,15.6
SF,22.0,405.0,46.0,130.0,0.354,134.0,203.0,104.0,7.5
SG,23.0,303.0,45.0,119.0,0.378,128.0,193.0,79.0,11.4
PG,21.0,719.0,90.0,227.0,0.396,228.0,188.0,84.0,11.0
PG,24.0,659.0,83.0,201.0,0.413,208.0,183.0,74.0,10.3
PG,24.0,582.0,67.0,166.0,0.404,169.0,183.0,74.0,9.8
PG,24.0,77.0,16.0,35.0,0.457,39.0,183.0,74.0,14.0
SG,23.0,334.0,44.0,101.0,0.436,136.0,198.0,88.0,10.5
SG,23.0,118.0,13.0,29.0,0.448,45.0,198.0,88.0,8.6
SG,23.0,23.0,3.0,8.0,0.375,11.0,198.0,88.0,15.4
SG,23.0,193.0,28.0,64.0,0.438,80.0,198.0,88.0,11.1
SG,32.0,2540.0,456.0,1041.0,0.438,1280.0,188.0,83.0,16.5
C,22.0,883.0,77.0,131.0,0.588,208.0,221.0,119.0,12.9
C,31.0,321.0,31.0,68.0,0.456,75.0,206.0,116.0,6.9
PF,32.0,313.0,17.0,35.0,0.486,41.0,201.0,118.0,9.0
C,37.0,1049.0,99.0,208.0,0.476,210.0,206.0,104.0,9.9
SF,32.0,285.0,49.0,106.0,0.462,135.0,208.0,104.0,15.1
PF-C,23.0,1220.0,194.0,420.0,0.462,508.0,206.0,97.0,16.8
PF,23.0,678.0,99.0,205.0,0.483,256.0,206.0,97.0,16.5
C,23.0,542.0,95.0,215.0,0.442,252.0,206.0,97.0,17.1
C,23.0,2357.0,370.0,784.0,0.472,939.0,185.0,83.0,14.6
SF,26.0,2079.0,320.0,676.0,0.473,804.0,203.0,99.0,11.8
SF,26.0,1405.0,220.0,460.0,0.478,548.0,203.0,99.0,11.6
SF,26.0,674.0,100.0,216.0,0.463,256.0,203.0,99.0,12.1
SG,22.0,1872.0,398.0,883.0,0.451,1057.0,193.0,92.0,17.4
PG,31.0,589.0,52.0,140.0,0.371,133.0,190.0,88.0,7.8
PF,24.0,1427.0,193.0,449.0,0.43,539.0,203.0,108.0,13.6
PF,24.0,4.0,0.0,1.0,0.0,0.0,203.0,108.0,-11.5
PF,24.0,1423.0,193.0,448.0,0.431,539.0,203.0,108.0,13.7
SF,25.0,96.0,17.0,39.0,0.436,51.0,203.0,86.0,13.4
SF,25.0,71.0,13.0,30.0,0.433,43.0,203.0,86.0,15.7
SF,25.0,25.0,4.0,9.0,0.444,8.0,203.0,86.0,6.9
C,27.0,872.0,85.0,146.0,0.582,207.0,208.0,112.0,12.6
SF,30.0,2272.0,276.0,674.0,0.409,835.0,208.0,99.0,13.3
SG,32.0,944.0,91.0,241.0,0.378,250.0,198.0,97.0,9.6
PG,27.0,2477.0,415.0,841.0,0.493,1023.0,190.0,92.0,15.7
PG,25.0,97.0,14.0,30.0,0.467,40.0,196.0,83.0,12.2
PF,27.0,2166.0,267.0,467.0,0.572,651.0,208.0,123.0,15.8
PF,25.0,1848.0,363.0,827.0,0.439,931.0,211.0,105.0,16.0
SG,25.0,575.0,66.0,164.0,0.402,185.0,201.0,88.0,11.4
SG,28.0,2792.0,719.0,1511.0,0.476,2045.0,193.0,99.0,28.0
SG-SF,22.0,768.0,120.0,232.0,0.517,329.0,196.0,83.0,14.6
SF,22.0,29.0,3.0,6.0,0.5,8.0,196.0,83.0,7.6
SG,22.0,739.0,117.0,226.0,0.518,321.0,196.0,83.0,14.9
C,35.0,1975.0,158.0,292.0,0.541,381.0,206.0,108.0,15.8
SF,27.0,3119.0,456.0,943.0,0.484,1386.0,201.0,97.0,18.3
C,35.0,1780.0,266.0,650.0,0.409,710.0,208.0,102.0,13.1
SF,29.0,272.0,30.0,84.0,0.357,69.0,203.0,106.0,9.7
PF,27.0,1557.0,265.0,550.0,0.482,733.0,206.0,99.0,15.6
PF,27.0,1024.0,182.0,378.0,0.481,490.0,206.0,99.0,15.6
PF,27.0,533.0,83.0,172.0,0.483,243.0,206.0,99.0,15.7
PG,25.0,1788.0,247.0,528.0,0.468,667.0,211.0,117.0,13.8
PG,30.0,2322.0,223.0,524.0,0.426,619.0,185.0,88.0,10.9
SG,23.0,144.0,12.0,33.0,0.364,36.0,198.0,91.0,10.7
SF,23.0,2005.0,259.0,639.0,0.405,768.0,216.0,102.0,12.5
SG,23.0,1368.0,236.0,458.0,0.515,518.0,198.0,92.0,12.9
PF,29.0,2949.0,619.0,1226.0,0.505,1541.0,206.0,113.0,18.9
SG,26.0,1500.0,194.0,436.0,0.445,528.0,193.0,81.0,13.8
SG,25.0,142.0,12.0,21.0,0.571,30.0,208.0,104.0,9.9
PG,21.0,2813.0,485.0,1160.0,0.418,1322.0,190.0,90.0,17.8
PF,23.0,102.0,25.0,41.0,0.61,59.0,190.0,90.0,25.9
PF,27.0,441.0,63.0,120.0,0.525,152.0,208.0,100.0,12.0
SF,30.0,1585.0,165.0,381.0,0.433,451.0,208.0,99.0,11.5
PG,30.0,59.0,6.0,12.0,0.5,16.0,178.0,83.0,5.9
PG,25.0,2802.0,494.0,1053.0,0.469,1419.0,190.0,90.0,20.6
PG,34.0,1703.0,189.0,426.0,0.444,493.0,206.0,108.0,12.9
PG,26.0,742.0,81.0,206.0,0.393,224.0,206.0,108.0,8.2
PG,23.0,1912.0,318.0,677.0,0.47,898.0,206.0,90.0,18.2
PG,24.0,872.0,104.0,271.0,0.384,269.0,185.0,89.0,10.6
SF,23.0,2468.0,302.0,664.0,0.455,820.0,185.0,89.0,13.0
PG,27.0,2359.0,378.0,855.0,0.442,1092.0,203.0,102.0,16.1
SF,23.0,782.0,140.0,283.0,0.495,365.0,201.0,86.0,16.1
PF,23.0,227.0,21.0,49.0,0.429,52.0,208.0,106.0,7.0
PF,26.0,597.0,63.0,121.0,0.521,201.0,185.0,91.0,14.1
SF,22.0,1764.0,261.0,651.0,0.401,656.0,198.0,99.0,11.5
SF,30.0,2605.0,306.0,740.0,0.414,845.0,190.0,81.0,12.1
SF,25.0,1392.0,162.0,399.0,0.406,435.0,201.0,95.0,8.6
SF,24.0,1496.0,194.0,419.0,0.463,510.0,206.0,92.0,14.5
SF,22.0,871.0,116.0,232.0,0.5,259.0,203.0,102.0,11.8
SG,24.0,1421.0,233.0,558.0,0.418,639.0,201.0,95.0,10.7
SF,24.0,1321.0,224.0,497.0,0.451,595.0,198.0,99.0,13.0
PF,21.0,2145.0,382.0,813.0,0.47,926.0,203.0,100.0,14.0
,,,,,,,,,
PF,24.0,196.0,23.0,54.0,0.426,57.0,201.0,111.0,11.3
SG,25.0,2324.0,312.0,627.0,0.498,867.0,196.0,95.0,13.6
SG,26.0,29.0,6.0,11.0,0.545,15.0,196.0,91.0,10.1
C,22.0,340.0,59.0,133.0,0.444,143.0,218.0,112.0,12.2
C,22.0,75.0,12.0,32.0,0.375,29.0,218.0,112.0,12.8
C,22.0,265.0,47.0,101.0,0.465,114.0,218.0,112.0,12.0
C,22.0,59.0,3.0,15.0,0.2,6.0,216.0,113.0,2.0
C,22.0,142.0,8.0,15.0,0.533,18.0,211.0,113.0,7.0
PF,25.0,3211.0,707.0,1415.0,0.5,1769.0,211.0,117.0,21.5
PF,32.0,178.0,11.0,31.0,0.355,23.0,208.0,115.0,3.3
SG,35.0,2890.0,480.0,978.0,0.491,1321.0,203.0,99.0,16.4
SG,29.0,1494.0,251.0,492.0,0.51,643.0,193.0,96.0,18.3
SF,20.0,1452.0,160.0,406.0,0.394,457.0,206.0,99.0,9.6
PF,28.0,691.0,83.0,183.0,0.454,200.0,206.0,99.0,11.5
C,32.0,732.0,82.0,137.0,0.599,250.0,208.0,111.0,19.0
PF,30.0,373.0,56.0,121.0,0.463,134.0,208.0,104.0,10.9
PF,30.0,150.0,23.0,47.0,0.489,56.0,208.0,104.0,13.8
PF,30.0,223.0,33.0,74.0,0.446,78.0,208.0,104.0,8.9
SF,21.0,286.0,31.0,81.0,0.383,94.0,198.0,96.0,8.5
PF,22.0,1424.0,226.0,525.0,0.43,681.0,208.0,108.0,19.0
SF,26.0,2751.0,684.0,1503.0,0.455,1970.0,203.0,108.0,21.7
SF,26.0,1774.0,437.0,967.0,0.452,1259.0,203.0,108.0,21.2
SF,26.0,977.0,247.0,536.0,0.461,711.0,203.0,108.0,22.8
C,28.0,1463.0,53.0,99.0,0.535,153.0,206.0,111.0,7.3
PG,29.0,1796.0,269.0,734.0,0.366,755.0,190.0,86.0,10.8
PG,29.0,726.0,130.0,330.0,0.394,363.0,190.0,86.0,14.0
PG,29.0,1070.0,139.0,404.0,0.344,392.0,190.0,86.0,8.6
SF,25.0,2600.0,303.0,762.0,0.398,826.0,203.0,97.0,11.3
C,26.0,488.0,37.0,76.0,0.487,92.0,211.0,106.0,8.8
C,26.0,412.0,31.0,64.0,0.484,77.0,211.0,106.0,8.6
C,26.0,76.0,6.0,12.0,0.5,15.0,211.0,106.0,10.1
PG,31.0,1185.0,120.0,273.0,0.44,310.0,188.0,91.0,9.0
PG,31.0,995.0,109.0,238.0,0.458,274.0,188.0,91.0,9.5
PG,31.0,190.0,11.0,35.0,0.314,36.0,188.0,91.0,6.7
PF,22.0,1609.0,310.0,624.0,0.497,729.0,206.0,106.0,15.7
C,24.0,989.0,78.0,141.0,0.553,229.0,213.0,115.0,11.8
PG,23.0,2757.0,399.0,958.0,0.416,1178.0,206.0,106.0,15.9
SF,21.0,137.0,15.0,55.0,0.273,36.0,206.0,102.0,1.0
SF,26.0,62.0,6.0,13.0,0.462,16.0,203.0,94.0,9.3
SF,26.0,44.0,5.0,9.0,0.556,13.0,203.0,94.0,12.8
SF,26.0,18.0,1.0,4.0,0.25,3.0,203.0,94.0,0.7
PG,29.0,22.0,0.0,2.0,0.0,6.0,188.0,90.0,6.8
SG,28.0,1395.0,294.0,653.0,0.45,769.0,190.0,87.0,15.3
PG,26.0,1669.0,285.0,649.0,0.439,769.0,203.0,94.0,14.8
C,25.0,2353.0,525.0,1173.0,0.448,1414.0,213.0,111.0,16.4
SF,30.0,1020.0,131.0,279.0,0.47,356.0,203.0,95.0,14.6
C,29.0,305.0,32.0,99.0,0.323,79.0,213.0,113.0,6.2
C,29.0,183.0,12.0,51.0,0.235,36.0,213.0,113.0,1.5
C,29.0,85.0,17.0,37.0,0.459,36.0,213.0,113.0,17.3
C,29.0,37.0,3.0,11.0,0.273,7.0,213.0,113.0,3.8
PF,25.0,1980.0,332.0,645.0,0.515,854.0,203.0,113.0,15.9
C,34.0,377.0,45.0,96.0,0.469,100.0,211.0,104.0,9.5
SF,32.0,2375.0,229.0,509.0,0.45,624.0,203.0,99.0,12.3
SF,32.0,1818.0,186.0,408.0,0.456,509.0,203.0,99.0,12.9
SF,32.0,557.0,43.0,101.0,0.426,115.0,203.0,99.0,10.6
SF,22.0,2522.0,367.0,807.0,0.455,990.0,203.0,90.0,14.8
PG,22.0,1496.0,218.0,517.0,0.422,651.0,190.0,90.0,14.1
PG,22.0,149.0,17.0,49.0,0.347,50.0,190.0,90.0,7.2
PG,22.0,1347.0,201.0,468.0,0.429,601.0,190.0,90.0,14.9
SF,22.0,2361.0,561.0,1246.0,0.45,1401.0,206.0,106.0,15.5
PG,22.0,496.0,94.0,223.0,0.422,236.0,183.0,77.0,11.4
SG,24.0,1957.0,302.0,691.0,0.437,836.0,196.0,95.0,12.1
SG,31.0,171.0,12.0,43.0,0.279,32.0,190.0,90.0,4.7
SG,34.0,2097.0,191.0,467.0,0.409,541.0,196.0,92.0,8.2
PG,32.0,2285.0,248.0,576.0,0.431,688.0,185.0,86.0,10.9
PG,32.0,1674.0,192.0,441.0,0.435,526.0,185.0,86.0,11.7
PG,32.0,29.0,1.0,9.0,0.111,2.0,185.0,86.0,1.1
PG,32.0,582.0,55.0,126.0,0.437,160.0,185.0,86.0,9.0
C,24.0,1397.0,142.0,266.0,0.534,294.0,211.0,108.0,12.1
PG,34.0,2310.0,339.0,794.0,0.427,1208.0,190.0,91.0,18.7
PG,34.0,1646.0,235.0,536.0,0.438,840.0,190.0,91.0,18.6
PG,34.0,664.0,104.0,258.0,0.403,368.0,190.0,91.0,19.1
PF,21.0,1734.0,292.0,583.0,0.501,674.0,201.0,122.0,17.1
PG,30.0,1581.0,110.0,306.0,0.359,319.0,190.0,78.0,7.5
PF,24.0,2172.0,426.0,957.0,0.445,1076.0,211.0,106.0,16.9
PG,21.0,1841.0,206.0,486.0,0.424,543.0,185.0,86.0,10.8
SG,30.0,1461.0,124.0,307.0,0.404,359.0,196.0,97.0,9.0
C,26.0,2297.0,367.0,742.0,0.495,830.0,213.0,117.0,16.7
PF,30.0,1432.0,172.0,371.0,0.464,481.0,208.0,106.0,13.5
PF,23.0,1063.0,139.0,253.0,0.549,346.0,203.0,103.0,15.3
C,29.0,1882.0,431.0,845.0,0.51,1033.0,206.0,117.0,18.8
PF,26.0,2795.0,524.0,1056.0,0.496,1438.0,211.0,106.0,19.4
PG,34.0,862.0,156.0,352.0,0.443,408.0,165.0,61.0,17.6
PF,23.0,33.0,4.0,16.0,0.25,8.0,208.0,104.0,0.1
PG,20.0,162.0,23.0,67.0,0.343,52.0,188.0,81.0,2.2
PF,31.0,2809.0,502.0,981.0,0.512,1217.0,203.0,124.0,18.5
SF-SG,24.0,1510.0,193.0,488.0,0.395,552.0,206.0,84.0,11.0
SF,24.0,1362.0,168.0,437.0,0.384,483.0,206.0,84.0,10.3
SG,24.0,148.0,25.0,51.0,0.49,69.0,206.0,84.0,17.6
SG,25.0,1781.0,205.0,427.0,0.48,503.0,193.0,81.0,13.8
C,23.0,677.0,48.0,94.0,0.511,136.0,201.0,115.0,9.6
PG,26.0,1284.0,220.0,587.0,0.375,634.0,183.0,73.0,13.1
PG,26.0,811.0,134.0,387.0,0.346,394.0,183.0,73.0,11.7
PG,26.0,473.0,86.0,200.0,0.43,240.0,183.0,73.0,15.6
SF,23.0,576.0,74.0,131.0,0.565,185.0,185.0,72.0,12.9
SF,23.0,488.0,62.0,113.0,0.549,151.0,185.0,72.0,12.4
SF,23.0,88.0,12.0,18.0,0.667,34.0,185.0,72.0,16.0
C,28.0,1714.0,194.0,375.0,0.517,524.0,211.0,122.0,12.8
SG,25.0,1568.0,273.0,643.0,0.425,712.0,193.0,92.0,13.6
SG,32.0,2779.0,740.0,1639.0,0.451,2078.0,198.0,96.0,23.9
SF,22.0,1738.0,279.0,656.0,0.425,765.0,201.0,94.0,14.2
SF,30.0,867.0,170.0,378.0,0.45,436.0,201.0,103.0,14.2
SG,31.0,770.0,79.0,237.0,0.333,222.0,201.0,97.0,6.2
SG,31.0,744.0,73.0,226.0,0.323,206.0,201.0,97.0,5.9
SG,31.0,26.0,6.0,11.0,0.545,16.0,201.0,97.0,14.5
C,23.0,1500.0,237.0,413.0,0.574,612.0,213.0,129.0,21.1
PG,28.0,1125.0,182.0,406.0,0.448,482.0,183.0,83.0,15.2
PG,29.0,2102.0,262.0,596.0,0.44,669.0,190.0,90.0,16.3
C,36.0,1540.0,117.0,294.0,0.398,277.0,211.0,99.0,14.8
C,22.0,215.0,32.0,66.0,0.485,81.0,206.0,124.0,10.0
SF,33.0,618.0,43.0,100.0,0.43,145.0,203.0,111.0,9.7
SF,26.0,336.0,46.0,110.0,0.418,127.0,201.0,92.0,10.8
SF,26.0,331.0,45.0,107.0,0.421,125.0,201.0,92.0,10.7
SF,26.0,5.0,1.0,3.0,0.333,2.0,201.0,92.0,20.4
PF,24.0,50.0,4.0,12.0,0.333,10.0,203.0,97.0,8.7
PF,24.0,39.0,4.0,9.0,0.444,10.0,203.0,97.0,12.4
PF,24.0,11.0,0.0,3.0,0.0,0.0,203.0,97.0,-4.5
SG,30.0,582.0,89.0,199.0,0.447,235.0,198.0,96.0,12.2
PG,35.0,463.0,45.0,106.0,0.425,110.0,185.0,86.0,9.2
PG,35.0,153.0,10.0,30.0,0.333,26.0,185.0,86.0,5.4
PG,35.0,310.0,35.0,76.0,0.461,84.0,185.0,86.0,11.1
SG,34.0,2051.0,389.0,891.0,0.437,1022.0,198.0,99.0,14.8
SG,34.0,664.0,125.0,266.0,0.47,333.0,198.0,99.0,16.2
SG,34.0,1387.0,264.0,625.0,0.422,689.0,198.0,99.0,14.2
SF,22.0,1702.0,225.0,546.0,0.412,610.0,206.0,102.0,11.7
PG,24.0,1579.0,155.0,388.0,0.399,447.0,188.0,86.0,10.3
C,28.0,2059.0,266.0,407.0,0.654,748.0,216.0,108.0,18.4
SF,23.0,2401.0,429.0,953.0,0.45,1100.0,203.0,102.0,14.6
SF,23.0,1759.0,328.0,712.0,0.461,838.0,203.0,102.0,15.7
SF,23.0,642.0,101.0,241.0,0.419,262.0,203.0,102.0,11.6
SG,27.0,894.0,121.0,214.0,0.565,272.0,203.0,95.0,13.0
SF,23.0,464.0,68.0,158.0,0.43,163.0,208.0,102.0,10.1
SF,23.0,72.0,12.0,31.0,0.387,29.0,208.0,102.0,11.3
SF,23.0,392.0,56.0,127.0,0.441,134.0,208.0,102.0,9.9
C,32.0,181.0,6.0,21.0,0.286,19.0,193.0,88.0,1.6
C,32.0,157.0,5.0,15.0,0.333,17.0,193.0,88.0,1.8
C,32.0,24.0,1.0,6.0,0.167,2.0,193.0,88.0,0.0
C,32.0,593.0,34.0,71.0,0.479,96.0,193.0,88.0,5.4
PG,23.0,66.0,7.0,25.0,0.28,17.0,180.0,92.0,3.6
PG,23.0,2360.0,398.0,870.0,0.457,1039.0,183.0,79.0,15.6
C,30.0,1524.0,137.0,242.0,0.566,329.0,208.0,115.0,10.8
PG,23.0,2872.0,423.0,953.0,0.444,1107.0,185.0,79.0,15.9
PF,30.0,447.0,72.0,170.0,0.424,193.0,206.0,106.0,11.6
SG,23.0,598.0,79.0,181.0,0.436,239.0,190.0,83.0,12.8
C,24.0,18.0,2.0,3.0,0.667,4.0,211.0,111.0,7.8
C,20.0,2309.0,432.0,1004.0,0.43,1143.0,211.0,122.0,14.6
SG,30.0,2297.0,368.0,874.0,0.421,1077.0,196.0,90.0,14.2
SG,22.0,1027.0,192.0,500.0,0.384,490.0,196.0,95.0,11.8
SG,22.0,160.0,27.0,77.0,0.351,67.0,196.0,95.0,7.6
SG,22.0,867.0,165.0,423.0,0.39,423.0,196.0,95.0,12.6
PF,23.0,1637.0,218.0,472.0,0.462,482.0,203.0,104.0,10.7
PF,23.0,1108.0,126.0,291.0,0.433,284.0,203.0,104.0,9.5
PF,23.0,529.0,92.0,181.0,0.508,198.0,203.0,104.0,13.1
PG,22.0,2489.0,505.0,1053.0,0.48,1373.0,190.0,86.0,19.4
C,29.0,1938.0,268.0,567.0,0.473,644.0,211.0,115.0,14.1
C,35.0,815.0,52.0,89.0,0.584,128.0,211.0,120.0,9.7
PG,35.0,35.0,2.0,5.0,0.4,6.0,193.0,88.0,6.7
SF,30.0,938.0,114.0,232.0,0.491,271.0,198.0,90.0,11.7
PG,31.0,1649.0,289.0,693.0,0.417,760.0,190.0,94.0,17.0
PG,31.0,1269.0,214.0,515.0,0.416,552.0,190.0,94.0,16.3
PG,31.0,380.0,75.0,178.0,0.421,208.0,190.0,94.0,19.3
PF,21.0,1602.0,215.0,373.0,0.576,501.0,208.0,108.0,15.8
C,25.0,2298.0,359.0,801.0,0.448,915.0,206.0,131.0,12.8
SF,22.0,1446.0,193.0,471.0,0.41,537.0,211.0,99.0,13.0
SF,28.0,1590.0,200.0,513.0,0.39,565.0,198.0,104.0,13.1
SF,25.0,3208.0,531.0,1155.0,0.46,1430.0,206.0,99.0,15.5
SG,21.0,2851.0,539.0,1154.0,0.467,1410.0,201.0,100.0,14.5
PF,28.0,2778.0,381.0,774.0,0.492,924.0,203.0,113.0,13.9
PF,27.0,470.0,83.0,148.0,0.561,207.0,203.0,113.0,13.7
C,29.0,181.0,8.0,24.0,0.333,20.0,213.0,136.0,5.4
PG,30.0,1757.0,206.0,519.0,0.397,571.0,190.0,88.0,11.3
C,27.0,522.0,52.0,99.0,0.525,135.0,203.0,121.0,14.2
SG,24.0,1971.0,314.0,755.0,0.416,856.0,188.0,88.0,15.2
SF,24.0,884.0,117.0,273.0,0.429,323.0,201.0,90.0,11.5
PG,26.0,292.0,51.0,125.0,0.408,121.0,190.0,86.0,11.7
PG,24.0,1234.0,192.0,441.0,0.435,523.0,190.0,86.0,13.2
PG,24.0,856.0,133.0,316.0,0.421,353.0,190.0,86.0,11.2
PG,24.0,378.0,59.0,125.0,0.472,170.0,190.0,86.0,17.7
SF,25.0,2140.0,300.0,629.0,0.477,867.0,201.0,102.0,15.6
PG,28.0,774.0,49.0,129.0,0.38,125.0,185.0,83.0,5.6
C,34.0,2156.0,419.0,838.0,0.5,1022.0,211.0,113.0,21.9
SG,30.0,1683.0,240.0,520.0,0.462,682.0,190.0,81.0,14.6
SF,30.0,13.0,1.0,4.0,0.25,2.0,201.0,94.0,0.5
SF,22.0,3038.0,711.0,1538.0,0.462,2161.0,206.0,108.0,23.6
SG,21.0,118.0,21.0,51.0,0.412,62.0,206.0,97.0,19.4
SG,23.0,1181.0,160.0,397.0,0.403,410.0,193.0,90.0,8.6
SG,25.0,3227.0,726.0,1611.0,0.451,1929.0,190.0,83.0,18.6
C,34.0,610.0,54.0,113.0,0.478,134.0,213.0,106.0,8.9
C,32.0,366.0,28.0,51.0,0.549,69.0,208.0,117.0,8.3
C,24.0,595.0,62.0,111.0,0.559,163.0,213.0,108.0,10.3
C,24.0,531.0,58.0,97.0,0.598,150.0,213.0,108.0,10.8
C,24.0,64.0,4.0,14.0,0.286,13.0,213.0,108.0,6.2
SF,23.0,463.0,76.0,115.0,0.661,178.0,206.0,90.0,18.8
SF,32.0,1549.0,177.0,424.0,0.417,461.0,196.0,99.0,9.1
SF,32.0,837.0,79.0,201.0,0.393,210.0,196.0,99.0,7.5
SF,32.0,712.0,98.0,223.0,0.439,251.0,196.0,99.0,10.9
PF,30.0,798.0,42.0,103.0,0.408,132.0,203.0,111.0,12.4
SG,21.0,2107.0,382.0,933.0,0.409,1012.0,198.0,99.0,14.4
SF,26.0,19.0,0.0,5.0,0.0,3.0,213.0,108.0,0.6
SF,21.0,947.0,130.0,306.0,0.425,303.0,196.0,95.0,9.0
PG,24.0,1796.0,255.0,651.0,0.392,701.0,188.0,81.0,14.1
PF,19.0,1535.0,215.0,416.0,0.517,533.0,208.0,120.0,13.8
PF,19.0,1091.0,141.0,276.0,0.511,353.0,208.0,120.0,12.6
PF,19.0,444.0,74.0,140.0,0.529,180.0,208.0,120.0,16.8
PG-SG,26.0,2737.0,427.0,1005.0,0.425,1164.0,185.0,92.0,16.6
PG,26.0,2074.0,339.0,801.0,0.423,923.0,185.0,92.0,17.3
SG,26.0,663.0,88.0,204.0,0.431,241.0,185.0,92.0,14.7
SG,25.0,1821.0,213.0,575.0,0.37,668.0,198.0,83.0,13.4
C,24.0,456.0,44.0,100.0,0.44,106.0,216.0,130.0,5.8
SG,22.0,2541.0,299.0,602.0,0.497,797.0,201.0,95.0,13.5
PG,36.0,2297.0,206.0,529.0,0.389,558.0,185.0,90.0,8.9
PG,21.0,983.0,108.0,296.0,0.365,279.0,183.0,83.0,7.1
SF,25.0,791.0,124.0,273.0,0.454,326.0,201.0,99.0,11.7
PG,27.0,773.0,91.0,236.0,0.386,223.0,201.0,92.0,9.9
C,34.0,940.0,80.0,167.0,0.479,187.0,211.0,107.0,14.3
SG,27.0,1551.0,206.0,531.0,0.388,616.0,193.0,96.0,11.4
PF,27.0,2541.0,358.0,829.0,0.432,976.0,211.0,115.0,12.8
C-PF,32.0,463.0,54.0,129.0,0.419,118.0,211.0,108.0,9.9
C,32.0,297.0,37.0,88.0,0.42,79.0,211.0,108.0,10.2
PF,32.0,166.0,17.0,41.0,0.415,39.0,211.0,108.0,9.1
PG,24.0,301.0,42.0,105.0,0.4,111.0,185.0,83.0,11.3
PG,24.0,65.0,7.0,22.0,0.318,21.0,185.0,83.0,4.9
PG,24.0,90.0,15.0,35.0,0.429,35.0,185.0,83.0,9.3
PG,24.0,146.0,20.0,48.0,0.417,55.0,185.0,83.0,15.3
PF-SF,22.0,2104.0,265.0,640.0,0.414,970.0,208.0,102.0,15.7
PF,22.0,1671.0,211.0,509.0,0.415,764.0,208.0,102.0,15.6
SF,22.0,433.0,54.0,131.0,0.412,206.0,208.0,102.0,15.9
SF,29.0,1386.0,207.0,475.0,0.436,560.0,201.0,88.0,13.5
